,Unnamed: 0,Nome da rede,Link veja,Critico,texto
142,,Torero Valese,https://vejasp.abril.com.br/estabelecimento/torero-valese/,Resenha por Saulo Yassuda,"Em seus catorze anos de vida, o bar mostrou que gosta de mudar de visual — foram quatro repaginadas desde a abertura. Ainda que nem sempre esteja no fogão, o chef Juliano Valese mantém uma equipe afiada, que manda da cozinha uma boa batata brava (R$ 29,00). Os nacos fritos com casca são temperados com páprica e cristais de sal “chique” Maldon, servidos com chutney de pimenta e aïoli, que lembra ali uma maionese consistente. Redondinha, a croqueta de siri (R$ 35,00, seis unidades) tem sabor muito suave e a crostinha vez ou outra se rompe na hora da fritura. Para comer com pães quentinhos, os camarões graúdos em uma chapa de ferro vêm fumegantes em bastante alho e azeite. A porção de seis custa R$ 119,00. A sangria de vinho tinto pode ser pedida em jarra (R$ 89,00, 1,5 litro) ou em taça (R$ 35,00)."
143,,Tosquinho Lanches,https://vejasp.abril.com.br/estabelecimento/tosquinho-lanches/,Resenha por Gabriela Del'Moro e Saulo Yassuda,"Aberta em julho, a lanchonete de esquina ao estilo boteco “pé-sujo” pertence aos amigos Ricardo Toscani, fotógrafo, e Cleber Padovani, artista plástico. Uma das especialidades para mordiscar enquanto se bebe uma cerveja em garrafa (Original, R$ 15,00) é o xis, tipo de sanduíche muito comum no Rio Grande do Sul montado num pão de hambúrguer grandalhão. O xis-coração (R$ 27,00) leva os miúdos de galinha, queijo prato, ervilha e milho em lata, alface- americana, tomate picado, farofa de bacon, maionese, ketchup e mostarda. No pão francês são preparados sandubas como o de berinjela chapeada, queijos prato e muçarela mais coalhada aquecida (R$ 25,00) e o de linguiça com os mesmos queijos, que ganham uma crostinha na chapa."
144,,Trago Bar,https://vejasp.abril.com.br/estabelecimento/trago-bar/,Resenha por Saulo Yassuda,"Amigos que se conheceram trabalhando na noite, Ciro Tupinambá e Fabio Mec tocam hoje a própria casa de prazeres etílicos. A dupla se mantém unida atrás do balcão no pequeno salão de paredes de tijolo aparente, algumas banquetas e um sofá, além das mesinhas na rua. A carta lista coquetéis clássicos, recriações e invenções. É na primeira ala que os bartenders-empresários costumam se sair melhor. Comprove ao beber o tom collins (mix refrescante de gim, limão-siciliano, xarope de açúcar e club soda; R$ 27,00) e no cítrico e defumado penicillin (uísque escocês, limão-siciliano, xarope de mel, gengibre e spray de single malt; R$ 35,00). Salgadinho e potente, o olive martini (R$ 33,00) bebe na fonte do dirty martini. Leva gim com infusão de azeitona verde e vermute branco seco, com um palitinho com gorgonzola e azeitona de guarnição. Para rebater, tem cervejas long neck (Heineken, R$ 10,00). As bolotas de risoto de abóbora com pedacinhos de bochecha de porco chamadas de arancini (R$ 29,00, cinco unidades) ajudam a reduzir os efeitos do álcool."
145,,Tujuína,https://vejasp.abril.com.br/estabelecimento/tujuina/,Resenha por Arnaldo Lorençato,"Embora tenha prometido montar um restaurante mais simples e mais em conta onde antes existia o Tuju, o chef e sócio Ivan Ralston sofisticou — e bastante — a proposta inicial do Tujuína nesse primeiro ano de vida. Uma saladinha (R$ 46,00) muito boa pode ser uma das entradas para partilhar em uma bocada. Compõe-se de beterraba assada com iogurte, folhas tenras de agrião e quinoa frita e crocante. Em um total de sete unidades, os mexilhões graúdos (R$ 60,00) nadam num molho rico e levemente picante de cúrcuma, pimentão e coentro. O ravióli recheado de alcachofra e ricota no molho de manteiga e limão vem salpicado por uma delicada bottarga cujo sabor quase desaparece nessa mistura. Custa R$ 68,00. Variação da cebola encontrada na região espanhola da Catalunha, o calçot (R$ 28,00) é cozido em soro de iogurte. É para ser um primor o arroz meloso com um ótimo polvo na brasa e aïoli (R$ 168,00). Mas pode acontecer de o arroz amargar por causa das cascas de limão-siciliano a ele adicionadas, assim como ter uma quantidade de sal a mais. Uma das melhores opções de sobremesa do cardápio, a rabanada de fubá com caramelo salgado e sorvete de paçoca chega úmida por dentro e com um toque preciso de sal. Custa R$ 32,00."
146,,Urus Restaurante,https://vejasp.abril.com.br/estabelecimento/urus/,Resenha por Arnaldo Lorençato,"A proposta do Urus, cuja inauguração está marcada para a terça (24), não poderia ser mais interessante: revisitar a culinária brasileira e dar à ela toques modernos e internacionais a partir de biomas como cerrado, Pantanal e Amazônia. É o caso do fish & chips pantaneiro (R$ 44,90), composto de lambaris empanados em fubá e fritos na companhia de bastões de mandioca amarela e maionese de pequi, e do capelete in brodo de picanha (R$ 59,00), só para ficar na seleção de pescados de rio. O nome urus é sinônimo de boi mais pesado e de qualidade superior, que estará em receitas como tomahawk com farofa de banana e cebola tostada (R$ 398,00 para três). Por trás da novidade está o casal de estreantes no segmento, Acilene e Jean Jose Clini. Quem toca a cozinha é o italiano Massimo Battaglini, há mais de duas décadas no país, junto com o mineiro Victor Naddeu. Espaçoso e ventilado, o restaurante nasce com 130 lugares de frente para o Parque Ibirapuera. A conferir."
147,,Van der Ale,https://vejasp.abril.com.br/estabelecimento/van-der-ale/,Resenha por Saulo Yassuda e Gabrielli Menezes,"Com paredes grafitadas, rock and roll no som e uma pequena arquibancada onde o cliente pode se acomodar para bebericar, além das mesas tradicionais, o endereço atrai o público aficionado de cerveja na Vila Madalena. Fica em frente ao Empório Sagarana, do empresário Paulo Leite, que já foi sócio do Van Der Ale mas saiu do bar em dezembro. A cervejaria que dá nome à casa funciona no piso superior e produz alguns dos chopes servidos no salão. É o caso do IPA Pinhead (R$ 15,00, 200 mililitros; R$ 20,00, 300 mililitros; R$ 25,00, 500 mililitros). O Judas Boots (R$ 15,00, R$ 20,00 e R$ 25,00) é um american pale ale turvo e amargo de leve. A oferta é completada por dez chopes de outras marcas — número menor que na época de estreia, quando se chegou a servir trinta variedades."
148,,Varanda,https://vejasp.abril.com.br/estabelecimento/varanda-grill/,Resenha por Arnaldo Lorençato,"Campeã da categoria no ano passado, a casa de grelhados tem três endereços paulistanos, o mais antigo deles com 25 anos e instalado no Itaim Bibi. Quem está à frente do negócio é o empresário Sylvio Lazzarini, que domina o mundo do churrasco. No abre alas, pode estar a carne de sol feita na casa, preparada na manteiga e acompanhada de mandioca (R$ 44,00). Batizado de striploin, ou new york steak nos Estados Unidos, o contrafilé (R$ 139,00) pode ter a saborosa companhia do purê de pupunha (R$ 35,00). O carré de cordeiro (R$ 159,00) no ponto certo surge com guarnições como o purê de mandioquinha (R$ 28,00). Recheado de musse de chocolate, o bolo de cenoura (R$ 26,00) vira sobremesa e ainda é banhado por calda de chocolate meio amargo. Durante a semana, a sugestão é o almoço executivo, com couvert, prato com acompanhamento e sobremesa, por R$ 130,00 em duas unidades e R$ 125,00 na unidade da Faria Lima."
149,,Vinheria Percussi,https://vejasp.abril.com.br/estabelecimento/vinheria-percussi/,Resenha por Arnaldo Lorençato,"Segue inalterada a qualidade da cozinha e do atendimento, o que ajudou a manter a clientela assídua no período em que o restaurante pôde permanecer aberto durante a pandemia. Contam pontos em especial a carta de vinhos montada pelo sócio Lamberto Percussi, assim como o cardápio criado pela irmã dele, Silvia Percussi. Uma delicinha de entrada ganha o nome de polenta pasticciata al funghi (R$ 35,00). Bem cremosa e com queijo na medida, recebe ragu de tomate e cogumelos, realmente tratados como substitutos da carne. Mais leve, a salada de alfaces, tomatinhos e fundo de alcachofra vem salpicada de raspas de parmesão (R$ 45,80). Uma das glórias da culinária de Roma, o tonnarelli al cacio e pepe (R$ 62,00) traz um saboroso molho de queijo pecorino que ganha a adição nada tímida de pimenta-do-reino. São muito boas as texturas da carne e do arroz no ossobuco bovino com risoto à milanesa (R$ 89,00), que ficaria melhor se tivesse um pouco mais de açafrão. Dos doces, agrada em especial o nada italiano latte & caffè (R$ 30,50), um duo de pudim de leite, bem sedoso, e o creme brûlé de café."
150,,Vista,https://vejasp.abril.com.br/estabelecimento/vista/,Resenha por Arnaldo Lorençato,"Depois de permanecer fechado por 342 dias ou quase um ano, a maior parte desse tempo entre 18 de março e 10 de dezembro de 2020, um dos restaurantes mais bonitos da cidade reabriu. No topo de um edifício desenhado por Oscar Niemeyer, que abriga o MAC-USP, o Vista tem salão charmoso e abre-se para um cenário de desnortear a rotina. De um lado encontra-se o Parque Ibirapuera, com o Pavilhão Ciccillo Matarazzo, edifício que abriga a Bienal de São Paulo, e do outro, o Instituto Biológico da USP. É nesse cenário grandioso que atua o chef Marcelo Corrêa Bastos, do Lobozó e do ótimo Jiquitaia. Com uma legião de paulistanos e turistas em busca de selfies nesse ambiente impactante, o cardápio voltou com alguns ajustes. De entrada, os camarões em- panados e fritos ao molho cremoso de vatapá podem não ser tão carnudos como na descrição do cardápio (R$ 59,00, cinco unidades). Muito saboroso, o arroz de suã com vieiras (R$ 105,00) é preparado com o caldo obtido do cozimento da espinha do porco mais pedaços de linguiça feita na casa e de tomate. De ótima qualidade, uma das inclusões mais recentes do cardápio é o filé-mignon com tutano (R$ 99,00). À carne de ótima qualidade somam-se purê de batata-doce tostada com cebola e agrião mais uma salada de ervas, uma versão dos turnedôs franceses feita para agradar a um grande número de paladares. Embora quase nada tenha de Brasil, assim como o filé, a musse de baunilha, morango, mirtilo, tuille de pistache e sorvete de framboesa (R$ 28,00) é uma delícia. Em agosto, começou a funcionar ao lado do restaurante o bar Vista Balcão."
151,,Z Dogs,https://vejasp.abril.com.br/estabelecimento/z-dogs/,Resenha por Gabriela Del'Moro e Saulo Yassuda,"À frente da Z Deli Sandwiches, melhor hamburgueria da cidade, e do fast-food Jota, os sócios Julio Raw e Bruno Mester inauguraram em outubro de 2020 esta lanchonete dedicada ao cachorro-quente, surgida inicialmente apenas para delivery. O endereço ocupa o ponto dos Jardins onde nasceu a hamburgueria e que pertenceu ainda ao restaurante judaico Z Deli, entre 1981 e 2010. Há sete versões de hot-dogs feitos com salsicha bovina e pães de fabricação própria, como a cabron (R$ 25,00), com pasta de abacate, creme azedo, bacon em tiras, rodelas de pimenta jalapeño e muito queijo cheddar ralado. A salsicha de cordeiro levemente adocicada recheia o lamb dog (R$ 23,00) com coalhada, tomate em cubos, vinagrete de cebola-roxa e folhas de coentro. Para acompanhar, invista nas sequinhas fritas onduladas (R$ 11,00, com maionese de relish de pepino)."
152,,Zena Caffè,https://vejasp.abril.com.br/estabelecimento/zena-caffe/,Resenha por Arnaldo Lorençato,"Casa sempre movimentada do chef Carlos Bertolazzi, que abriu no mesmo endereço o bar Il Covo, de funcionamento independente. Um dos pratos mais apreciados pelo público que prefere a agradável varanda aberta ao amplo salão é o nhoque zena (R$ 46,00 ou R$ 59,00). A massa fresca de batata, com insuspeita leveza, é banhada com molho de tomate fresco, manjericão e queijo stracchino derretido. Continua dos bons, mas não chega a arrancar “hum” como nos anos anteriores. A receita aparece também como guarnição do coelho à ligure (assado com vinho branco, azeitona e pinhole; R$ 79,00). Curioso que no cardápio se promete batata e não o nhoque. Antes, há entradas como a pizzata (massa de focaccia bem fina recheada de mix de queijos e molho de tomate; R$ 43,00)."
153,,Zucco,https://vejasp.abril.com.br/estabelecimento/zucco/,"Resenha por Arnaldo Lorençato, Helena Galante e Saulo Yassuda","As mesas que ficam na varanda envidraçada e decorada com um jardim suspenso são banhadas de luz natural no turno do dia, quando a casa costuma receber um público que faz reuniões de negócios. No jantar, o clima é mais intimista. Por lá, é possível saborear sugestões como o ravióli de pato com molho da própria carne salpicado de macadâmia (R$ 79,00). Como as colheradas de queijo mascarpone colocado por cima se desfazem com o calor, quase não são sentidas no paladar. Das entradas quentes, chama atenção o fundo de alcachofra gratinado com creme de espinafre e camarão ao lado de molho de tomate e salada (R$ 46,00 a pequena e R$ 69,00 a grande). Durante a semana no almoço, ao pedir qualquer prato do cardápio, o cliente não paga pela entrada."
